#  HII-CHI-mistry v.5.1 output file
# Input file:SDSSJ0228_input.dat
# Iterations for MonteCarlo: 25
# Used models: Double composite AGN, a(OX) = -1.2. No interpolation
# 
# ID   O2Hb eO2Hb  Ne3Hb  eNeHb O3aHb  eO3aHb O3nHb  eO3nHb N2Hb   eN2Hb  S2Hb   eS2Hb  i O/H     eO/H  N/O    eN/O  logU   elogU
560 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.148 3.170 2 8.32 0.32 -0.87 0.40 -1.55 0.27
561 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.148 3.170 2 8.35 0.33 -1.04 0.56 -1.40 0.28
562 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.041 0.960 2 8.05 0.39 -0.75 0.39 -1.48 0.37
563 0.000 0.000 0.000 0.000 0.000 0.000 0.061 1.079 0.038 1.425 0.077 1.317 2 8.16 0.32 -0.68 0.44 -1.36 0.35
564 0.000 0.000 0.000 0.000 0.000 0.000 0.061 1.079 0.038 1.425 0.077 1.317 2 8.12 0.32 -0.69 0.47 -1.34 0.28
565 0.000 0.000 0.000 0.000 0.000 0.000 0.061 1.079 0.038 1.425 0.077 1.317 2 8.13 0.34 -0.72 0.49 -1.42 0.38
566 0.000 0.000 0.000 0.000 0.000 0.000 0.043 0.643 0.031 0.574 0.018 0.636 2 7.91 0.35 -0.67 0.52 -1.44 0.35
567 0.000 0.000 0.000 0.000 0.000 0.000 0.043 0.643 0.031 0.574 0.021 0.818 2 8.14 0.31 -0.97 0.55 -1.31 0.26
568 0.000 0.000 0.000 0.000 0.000 0.000 0.024 0.415 0.035 0.476 0.015 0.704 2 7.91 0.36 -0.81 0.50 -1.41 0.34
569 0.000 0.000 0.000 0.000 0.000 0.000 0.018 0.146 0.025 0.220 0.009 0.217 2 7.80 0.42 -0.80 0.47 -1.40 0.33
570 0.000 0.000 0.000 0.000 0.000 0.000 0.015 0.251 0.004 0.212 0.003 0.298 2 7.81 0.40 -0.80 0.58 -1.45 0.34
571 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.176 0.005 0.158 0.001 0.198 2 7.69 0.38 -0.70 0.51 -1.40 0.38
572 0.000 0.000 0.000 0.000 0.000 0.000 0.006 0.174 0.009 0.175 0.001 0.187 2 7.78 0.41 -0.75 0.54 -1.46 0.31
573 0.000 0.000 0.000 0.000 0.000 0.000 0.043 0.015 0.024 0.016 0.003 0.017 2 7.75 0.43 -0.46 0.35 -1.75 0.19
574 0.000 0.000 0.000 0.000 0.000 0.000 0.042 0.021 0.019 0.018 0.002 0.020 2 7.73 0.43 -0.56 0.47 -1.80 0.20
575 0.000 0.000 0.000 0.000 0.000 0.000 0.029 0.022 0.017 0.018 0.001 0.023 2 7.73 0.41 -0.68 0.54 -1.55 0.27
576 0.000 0.000 0.000 0.000 0.000 0.000 0.014 0.020 0.017 0.026 0.001 0.031 2 7.78 0.41 -0.62 0.41 -1.48 0.27
577 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.084 0.013 0.088 0.002 0.080 2 7.74 0.41 -0.61 0.48 -1.48 0.31
578 0.000 0.000 0.000 0.000 0.000 0.000 0.013 0.078 0.013 0.062 0.002 0.062 2 7.80 0.42 -0.81 0.48 -1.50 0.25
579 0.000 0.000 0.000 0.000 0.000 0.000 0.011 0.089 0.015 0.084 0.002 0.117 2 7.81 0.43 -1.02 0.50 -1.53 0.30
580 0.000 0.000 0.000 0.000 0.000 0.000 0.019 0.107 0.021 0.102 0.002 0.135 2 7.70 0.41 -0.72 0.49 -1.40 0.37
581 0.000 0.000 0.000 0.000 0.000 0.000 0.012 0.228 0.015 0.210 0.002 0.288 2 7.87 0.41 -0.90 0.46 -1.47 0.31
582 0.000 0.000 0.000 0.000 0.000 0.000 0.010 0.192 0.014 0.277 0.003 0.357 2 7.82 0.37 -0.85 0.54 -1.30 0.29
583 0.000 0.000 0.000 0.000 0.000 0.000 0.003 0.034 0.012 0.256 0.003 0.334 2 7.74 0.39 -0.94 0.55 -1.13 0.23
584 0.000 0.000 0.000 0.000 0.000 0.000 0.002 0.232 0.008 0.287 0.003 0.311 2 7.83 0.39 -0.87 0.54 -1.44 0.29
585 0.000 0.000 0.000 0.000 0.000 0.000 0.031 73.798 0.018 0.305 0.006 0.499 2 8.18 0.43 -0.80 0.62 -1.97 0.09
586 0.000 0.000 0.000 0.000 0.000 0.000 0.017 0.482 0.015 0.453 0.008 0.546 2 7.86 0.35 -0.71 0.44 -1.32 0.37
587 0.000 0.000 0.000 0.000 0.000 0.000 0.017 0.482 0.015 0.453 0.008 0.546 2 7.92 0.39 -0.71 0.54 -1.52 0.30
588 0.000 0.000 0.000 0.000 0.000 0.000 0.017 0.482 0.015 0.453 0.008 0.546 2 7.84 0.37 -0.73 0.52 -1.35 0.35
589 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.31 0.32 -0.89 0.54 -1.44 0.30
590 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.29 0.32 -0.70 0.47 -1.54 0.33
591 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.28 0.33 -0.63 0.43 -1.55 0.33
592 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.21 0.31 -0.63 0.40 -1.39 0.39
593 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.53 0.27 -0.89 0.49 -1.29 0.20
594 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.57 0.22 -0.82 0.55 -1.31 0.19
595 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.57 0.22 -1.00 0.50 -1.32 0.16
596 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.47 0.28 -0.78 0.49 -1.27 0.13
597 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.47 0.32 -0.72 0.51 -1.34 0.21
598 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.56 0.23 -0.76 0.49 -1.38 0.32
599 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.56 0.28 -0.81 0.58 -1.22 0.24
600 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.53 0.25 -0.84 0.50 -1.33 0.22
601 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.27 0.36 -1.07 0.54 -1.41 0.31
602 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.35 0.32 -1.10 0.56 -1.40 0.26
603 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.38 0.30 -1.27 0.49 -1.31 0.28
604 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.22 0.37 -0.84 0.51 -1.38 0.31
605 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.35 0.29 -1.03 0.42 -1.40 0.36
606 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.45 0.27 -1.11 0.46 -1.38 0.29
607 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.180 2.960 2 8.41 0.33 -1.18 0.48 -1.41 0.32
608 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.148 3.170 2 8.38 0.36 -1.15 0.52 -1.48 0.28
609 0.000 0.000 0.000 0.000 0.000 0.000 0.149 2.992 0.027 1.164 0.148 3.170 2 8.40 0.28 -1.09 0.57 -1.42 0.28
610 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.022 1.183 2 8.04 0.33 -0.76 0.47 -1.37 0.34
611 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.11 0.35 -0.66 0.36 -1.57 0.30
612 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.09 0.37 -0.85 0.48 -1.56 0.34
613 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.041 0.960 2 8.01 0.35 -0.69 0.53 -1.48 0.34
614 0.000 0.000 0.000 0.000 0.000 0.000 0.061 1.079 0.038 1.425 0.077 1.317 2 8.16 0.32 -0.79 0.54 -1.38 0.27
615 0.000 0.000 0.000 0.000 0.000 0.000 0.061 1.079 0.038 1.425 0.077 1.317 2 8.01 0.33 -0.64 0.45 -1.28 0.33
616 0.000 0.000 0.000 0.000 0.000 0.000 0.043 0.643 0.031 0.574 0.018 0.636 2 7.95 0.36 -0.68 0.47 -1.48 0.26
617 0.000 0.000 0.000 0.000 0.000 0.000 0.043 0.643 0.031 0.574 0.021 0.818 2 7.92 0.37 -0.74 0.53 -1.55 0.31
618 0.000 0.000 0.000 0.000 0.000 0.000 0.006 0.442 0.008 0.216 0.006 0.426 2 7.85 0.39 -0.80 0.56 -1.55 0.27
619 0.000 0.000 0.000 0.000 0.000 0.000 0.018 0.146 0.025 0.220 0.009 0.217 2 7.65 0.40 -0.57 0.49 -1.35 0.39
620 0.000 0.000 0.000 0.000 0.000 0.000 0.023 1676596538.572 0.024 0.013 0.013 0.025 2 8.03 0.46 -0.75 0.38 -1.77 0.01
621 0.000 0.000 0.000 0.000 0.000 0.000 0.012 0.328 0.006 0.177 0.003 0.210 2 7.74 0.40 -0.67 0.38 -1.63 0.37
622 0.000 0.000 0.000 0.000 0.000 0.000 0.015 0.049 0.010 0.049 0.002 0.054 2 7.75 0.41 -0.54 0.55 -1.59 0.22
623 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.014 0.028 0.002 0.027 2 7.70 0.40 -0.80 0.47 -1.12 0.17
624 0.000 0.000 0.000 0.000 0.000 0.000 0.002 27.050 0.009 0.145 0.001 0.139 2 8.09 0.47 -0.84 0.54 -1.99 0.07
625 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.014 0.031 0.002 0.014 2 7.68 0.39 -0.57 0.47 -1.09 0.11
626 0.000 0.000 0.000 0.000 0.000 0.000 0.005 0.034 0.014 0.044 0.002 0.019 2 7.73 0.42 -0.47 0.38 -1.53 0.32
627 0.000 0.000 0.000 0.000 0.000 0.000 0.010 0.054 0.012 0.056 0.002 0.048 2 7.72 0.40 -0.53 0.51 -1.47 0.34
628 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.068 0.011 0.078 0.002 0.059 2 7.77 0.42 -0.76 0.61 -1.50 0.29
629 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.176 0.001 0.126 2 7.82 0.41 -0.74 0.54 -1.25 0.08
630 0.000 0.000 0.000 0.000 0.000 0.000 0.007 4.160 0.027 0.291 0.003 0.356 2 8.00 0.39 -0.80 0.50 -1.87 0.32
631 0.000 0.000 0.000 0.000 0.000 0.000 0.010 0.096 0.013 0.103 0.004 0.144 2 7.77 0.41 -0.83 0.54 -1.40 0.33
632 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.013 0.274 0.005 0.341 2 7.87 0.42 -0.91 0.54 -1.34 0.11
633 0.000 0.000 0.000 0.000 0.000 0.000 0.053 0.214 0.031 0.197 0.006 0.148 2 7.73 0.42 -0.72 0.54 -1.54 0.34
634 0.000 0.000 0.000 0.000 0.000 0.000 0.069 0.154 0.032 0.160 0.012 0.122 2 7.72 0.39 -0.67 0.45 -1.49 0.30
635 0.000 0.000 0.000 0.000 0.000 0.000 0.031 73.798 0.018 0.305 0.006 0.499 2 8.13 0.43 -0.89 0.60 -1.98 0.13
636 0.000 0.000 0.000 0.000 0.000 0.000 0.017 0.482 0.015 0.453 0.008 0.546 2 8.01 0.35 -0.82 0.44 -1.47 0.25
637 0.000 0.000 0.000 0.000 0.000 0.000 0.017 0.482 0.015 0.453 0.008 0.546 2 7.99 0.36 -0.80 0.52 -1.47 0.28
638 0.000 0.000 0.000 0.000 0.000 0.000 0.017 0.482 0.015 0.453 0.008 0.546 2 7.82 0.37 -0.70 0.42 -1.44 0.37
639 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.32 0.28 -0.90 0.61 -1.41 0.34
640 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.21 0.36 -0.71 0.44 -1.51 0.29
641 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.21 0.36 -0.72 0.39 -1.62 0.29
642 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.17 0.34 -0.76 0.61 -1.47 0.30
643 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.53 0.27 -0.74 0.38 -1.35 0.31
644 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.56 0.20 -0.88 0.45 -1.36 0.19
645 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.55 0.25 -0.87 0.51 -1.27 0.14
646 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.49 0.30 -0.90 0.45 -1.38 0.19
647 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.56 0.23 -0.96 0.48 -1.34 0.21
648 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.52 0.26 -0.95 0.48 -1.30 0.21
649 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.52 0.22 -0.86 0.50 -1.31 0.23
650 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.60 0.21 -0.91 0.53 -1.30 0.17
651 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.22 0.31 -0.98 0.45 -1.35 0.34
652 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.21 0.30 -0.96 0.47 -1.36 0.33
653 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.27 0.33 -1.15 0.56 -1.34 0.26
654 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.26 0.32 -1.09 0.52 -1.27 0.26
655 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.22 0.37 -1.05 0.45 -1.36 0.31
656 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.24 0.34 -0.94 0.52 -1.41 0.27
657 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.18 0.34 -0.95 0.51 -1.34 0.33
658 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.21 0.34 -1.06 0.49 -1.37 0.34
659 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.214 2.488 2 8.16 0.36 -0.99 0.61 -1.28 0.30
660 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 7.89 0.33 -0.52 0.37 -1.48 0.39
661 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 7.99 0.38 -0.62 0.37 -1.53 0.38
662 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.08 0.31 -0.82 0.58 -1.40 0.36
663 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.08 0.33 -0.66 0.52 -1.34 0.36
664 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.041 0.960 2 8.12 0.31 -0.87 0.61 -1.47 0.31
665 0.000 0.000 0.000 0.000 0.000 0.000 0.078 0.822 0.016 0.365 0.038 0.801 2 8.07 0.35 -0.95 0.44 -1.51 0.27
666 0.000 0.000 0.000 0.000 0.000 0.000 0.078 0.822 0.016 0.365 0.038 0.801 2 7.96 0.34 -0.90 0.47 -1.46 0.35
667 0.000 0.000 0.000 0.000 0.000 0.000 0.023 0.402 0.030 0.444 0.016 0.728 2 7.85 0.37 -0.79 0.55 -1.25 0.31
668 0.000 0.000 0.000 0.000 0.000 0.000 0.038 0.248 0.014 0.143 0.011 0.340 2 7.91 0.42 -1.02 0.47 -1.57 0.25
669 0.000 0.000 0.000 0.000 0.000 0.000 0.034 0.303 0.019 0.302 0.006 0.315 2 7.86 0.38 -0.64 0.51 -1.53 0.29
670 0.000 0.000 0.000 0.000 0.000 0.000 0.098 0.014 0.054 0.019 0.014 0.014 2 7.55 0.39 -0.30 0.24 -1.89 0.09
671 0.000 0.000 0.000 0.000 0.000 0.000 0.010 0.260 0.010 0.227 0.004 0.221 2 7.80 0.39 -0.79 0.55 -1.46 0.34
672 0.000 0.000 0.000 0.000 0.000 0.000 0.026 0.038 0.014 0.033 0.003 0.027 2 7.77 0.42 -0.79 0.47 -1.63 0.28
673 0.000 0.000 0.000 0.000 0.000 0.000 0.010 0.052 0.011 0.049 0.001 0.051 2 7.71 0.42 -0.86 0.50 -1.48 0.30
674 0.000 0.000 0.000 0.000 0.000 0.000 0.006 0.100 0.008 0.083 0.002 0.084 2 7.83 0.44 -1.04 0.53 -1.53 0.34
675 0.000 0.000 0.000 0.000 0.000 0.000 0.006 0.051 0.010 0.057 0.001 0.023 2 7.73 0.42 -0.50 0.38 -1.53 0.33
676 0.000 0.000 0.000 0.000 0.000 0.000 0.018 0.084 0.011 0.064 0.002 0.024 2 7.74 0.42 -0.46 0.43 -1.67 0.29
677 0.000 0.000 0.000 0.000 0.000 0.000 0.004 0.069 0.007 0.066 0.001 0.060 2 7.70 0.40 -0.70 0.46 -1.55 0.35
678 0.000 0.000 0.000 0.000 0.000 0.000 0.030 0.040 0.022 0.012 0.003 0.009 2 7.64 0.40 -0.35 0.27 -1.77 0.29
679 0.000 0.000 0.000 0.000 0.000 0.000 0.005 0.062 0.016 0.068 0.002 0.050 2 7.85 0.43 -0.74 0.43 -1.57 0.24
680 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.098 0.012 0.107 0.002 0.130 2 7.79 0.40 -0.75 0.57 -1.39 0.22
681 0.000 0.000 0.000 0.000 0.000 0.000 0.216 1.688 0.219 1.216 0.060 1.239 2 8.25 0.31 -0.93 0.59 -1.49 0.33
682 0.000 0.000 0.000 0.000 0.000 0.000 0.006 59233.915 0.026 0.058 0.006 0.064 2 8.06 0.47 -0.67 0.51 -1.82 0.02
683 0.000 0.000 0.000 0.000 0.000 0.000 0.081 0.723 0.093 0.779 0.019 0.569 2 7.97 0.35 -0.57 0.41 -1.54 0.32
684 0.000 0.000 0.000 0.000 0.000 0.000 0.069 0.154 0.032 0.160 0.012 0.122 2 7.70 0.41 -0.63 0.41 -1.60 0.36
685 0.000 0.000 0.000 0.000 0.000 0.000 0.043 77.415 0.021 0.133 0.009 0.126 2 8.06 0.47 -0.59 0.40 -1.91 0.05
686 0.000 0.000 0.000 0.000 0.000 0.000 0.353 0.001 0.314 0.005 0.104 0.004 2 7.49 0.26 -0.23 0.11 -1.78 0.01
687 0.000 0.000 0.000 0.000 0.000 0.000 0.353 0.001 0.314 0.005 0.377 0.004 2 7.88 0.31 -0.73 0.16 -1.38 0.01
688 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.303 1.963 2 8.31 0.33 -0.85 0.53 -1.48 0.26
689 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.39 0.27 -0.76 0.47 -1.46 0.28
690 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.23 0.32 -0.70 0.50 -1.45 0.38
691 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.29 0.32 -0.73 0.42 -1.51 0.33
692 0.000 0.000 0.000 0.000 0.000 0.000 0.186 2.223 0.066 1.813 0.114 1.816 2 8.30 0.31 -0.73 0.44 -1.41 0.32
693 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.492 8.782 2 8.51 0.28 -0.99 0.56 -1.36 0.23
694 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.492 8.782 2 8.52 0.28 -0.90 0.39 -1.35 0.12
695 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.59 0.20 -0.89 0.46 -1.28 0.18
696 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.48 0.31 -0.96 0.49 -1.40 0.25
697 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.49 0.27 -0.90 0.56 -1.33 0.26
698 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 1.313 9.046 2 8.61 0.21 -0.90 0.48 -1.28 0.19
699 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 0.650 6.280 2 8.54 0.26 -0.73 0.56 -1.27 0.22
700 0.000 0.000 0.000 0.000 0.000 0.000 0.497 4.460 0.517 6.168 0.650 6.280 2 8.54 0.24 -0.86 0.51 -1.33 0.22
701 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.08 0.35 -0.75 0.48 -1.45 0.37
702 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.22 0.36 -1.09 0.48 -1.41 0.33
703 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.24 0.32 -0.98 0.56 -1.43 0.35
704 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.32 0.30 -1.00 0.48 -1.30 0.28
705 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.17 0.34 -0.80 0.46 -1.41 0.28
706 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.27 0.34 -1.04 0.51 -1.33 0.30
707 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.094 2.077 2 8.26 0.33 -0.88 0.44 -1.40 0.32
708 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.214 2.488 2 8.31 0.30 -1.05 0.51 -1.32 0.29
709 0.000 0.000 0.000 0.000 0.000 0.000 0.081 1.435 0.016 1.009 0.214 2.488 2 8.26 0.34 -1.20 0.58 -1.31 0.32
710 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.060 1.259 2 8.14 0.36 -0.76 0.44 -1.53 0.30
711 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.00 0.35 -0.64 0.37 -1.58 0.38
712 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.08 0.36 -0.78 0.50 -1.41 0.38
713 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.035 0.864 2 8.12 0.36 -0.81 0.49 -1.43 0.29
714 0.000 0.000 0.000 0.000 0.000 0.000 0.060 1.057 0.022 0.873 0.049 0.849 2 8.08 0.34 -0.80 0.56 -1.56 0.30
715 0.000 0.000 0.000 0.000 0.000 0.000 0.078 0.822 0.016 0.365 0.045 0.708 2 8.08 0.35 -1.26 0.51 -1.48 0.31
716 0.000 0.000 0.000 0.000 0.000 0.000 0.078 0.822 0.016 0.365 0.084 0.912 2 8.01 0.36 -1.04 0.46 -1.47 0.35
717 0.000 0.000 0.000 0.000 0.000 0.000 0.023 0.402 0.030 0.444 0.031 0.641 2 7.91 0.33 -0.75 0.47 -1.26 0.31
718 0.000 0.000 0.000 0.000 0.000 0.000 0.297 0.020 0.038 0.015 0.039 0.020 2 7.46 0.36 -0.63 0.28 -2.03 0.10
719 0.000 0.000 0.000 0.000 0.000 0.000 0.034 0.303 0.019 0.302 0.010 0.334 2 7.78 0.37 -0.66 0.42 -1.48 0.32
720 0.000 0.000 0.000 0.000 0.000 0.000 0.003 0.187 0.010 0.262 0.005 0.337 2 7.81 0.40 -0.84 0.51 -1.32 0.31
721 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.154 0.013 0.156 0.004 0.131 2 7.69 0.40 -0.77 0.54 -1.50 0.39
722 0.000 0.000 0.000 0.000 0.000 0.000 0.009 0.072 0.012 0.067 0.004 0.077 2 7.75 0.42 -0.68 0.58 -1.52 0.31
723 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.005 0.112 0.002 0.152 2 7.74 0.39 -0.73 0.50 -1.13 0.11
724 0.000 0.000 0.000 0.000 0.000 0.000 0.016 0.030 0.012 0.021 0.002 0.021 2 7.71 0.41 -0.59 0.51 -1.58 0.26
725 0.000 0.000 0.000 0.000 0.000 0.000 0.003 0.046 0.010 0.043 0.002 0.038 2 7.82 0.43 -0.78 0.49 -1.48 0.29
726 0.000 0.000 0.000 0.000 0.000 0.000 0.448 0.000 0.086 0.000 0.009 0.000 2 7.79 0.43 -0.28 0.26 -2.00 0.01
727 0.000 0.000 0.000 0.000 0.000 0.000 0.013 0.019 0.014 0.015 0.004 0.016 2 7.72 0.40 -0.59 0.44 -1.68 0.24
728 0.000 0.000 0.000 0.000 0.000 0.000 0.010 0.076 0.013 0.057 0.002 0.023 2 7.68 0.41 -0.38 0.31 -1.79 0.25
729 0.000 0.000 0.000 0.000 0.000 0.000 0.007 0.060 0.011 0.055 0.002 0.025 2 7.69 0.40 -0.39 0.41 -1.59 0.25
730 0.000 0.000 0.000 0.000 0.000 0.000 0.004 58300.487 0.017 0.031 0.003 0.029 2 8.05 0.47 -0.67 0.43 -1.80 0.02
731 0.000 0.000 0.000 0.000 0.000 0.000 0.008 0.049 0.019 0.036 0.004 0.046 2 7.73 0.41 -0.75 0.48 -1.48 0.33
732 0.000 0.000 0.000 0.000 0.000 0.000 0.025 0.115 0.022 0.124 0.010 0.122 2 7.69 0.41 -0.63 0.41 -1.51 0.34
733 0.000 0.000 0.000 0.000 0.000 0.000 0.012 0.141 0.017 0.174 0.003 0.129 2 7.74 0.41 -0.62 0.51 -1.39 0.29
734 0.000 0.000 0.000 0.000 0.000 0.000 0.142 0.012 0.119 0.011 0.018 0.008 2 7.53 0.34 -0.15 0.26 -1.89 0.06
735 0.000 0.000 0.000 0.000 0.000 0.000 0.043 77.415 0.021 0.133 0.024 0.189 2 8.10 0.47 -0.71 0.50 -1.95 0.07
