#  HII-CHI-mistry v.5.1 output file
# Input file:SDSSJ0228_input.dat
# Iterations for MonteCarlo: 25
# Used models: Double composite AGN, a(OX) = -1.2. No interpolation
# 
# ID   O2Hb eO2Hb  Ne3Hb  eNeHb O3aHb  eO3aHb O3nHb  eO3nHb N2Hb   eN2Hb  S2Hb   eS2Hb  i O/H     eO/H  N/O    eN/O  logU   elogU
543 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.22 -0.83 0.48 -1.33 0.15
544 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.57 0.22 -1.04 0.50 -1.39 0.16
545 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.60 0.19 -1.04 0.42 -1.35 0.10
546 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.57 0.22 -1.00 0.54 -1.38 0.13
547 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.56 0.24 -0.94 0.43 -1.39 0.12
548 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.55 0.21 -0.73 0.57 -1.31 0.14
549 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.52 0.27 -0.88 0.57 -1.38 0.15
550 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.19 -1.18 0.52 -1.36 0.04
551 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.44 0.32 -1.28 0.55 -1.56 0.20
552 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.41 0.32 -1.12 0.54 -1.51 0.26
553 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.50 0.26 -1.38 0.43 -1.40 0.15
554 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.38 0.38 -1.14 0.46 -1.43 0.29
555 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.50 0.29 -1.24 0.48 -1.37 0.18
556 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.49 0.29 -1.29 0.48 -1.43 0.17
557 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.39 0.35 -1.16 0.50 -1.54 0.25
558 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.49 0.33 -1.43 0.41 -1.46 0.30
559 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.51 0.28 -1.26 0.43 -1.44 0.19
560 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.43 0.31 -1.09 0.62 -1.52 0.26
561 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.43 0.27 -1.12 0.66 -1.49 0.36
562 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.956 1.677 2 8.34 0.30 -0.91 0.55 -1.39 0.32
563 0.000 0.000 0.000 0.000 0.000 0.000 1.025 1.877 0.619 1.587 1.243 2.281 2 8.42 0.28 -1.02 0.51 -1.44 0.31
564 0.000 0.000 0.000 0.000 0.000 0.000 1.025 1.877 0.619 1.587 1.243 2.281 2 8.31 0.34 -0.70 0.44 -1.46 0.24
565 0.000 0.000 0.000 0.000 0.000 0.000 1.025 1.877 0.619 1.587 1.243 2.281 2 8.34 0.34 -0.92 0.50 -1.39 0.31
566 0.000 0.000 0.000 0.000 0.000 0.000 1.498 1.507 1.022 1.080 0.606 0.798 2 8.15 0.36 -0.51 0.41 -1.66 0.30
567 0.000 0.000 0.000 0.000 0.000 0.000 1.498 1.507 1.022 1.080 0.687 0.967 2 8.14 0.37 -0.59 0.41 -1.62 0.36
568 0.000 0.000 0.000 0.000 0.000 0.000 0.984 0.749 1.437 1.027 0.618 0.805 2 8.15 0.31 -0.40 0.33 -1.44 0.31
569 0.000 0.000 0.000 0.000 0.000 0.000 0.866 0.641 1.555 1.076 0.548 0.696 2 8.18 0.30 -0.40 0.41 -1.40 0.22
570 0.000 0.000 0.000 0.000 0.000 0.000 1.469 0.435 0.353 0.228 0.262 0.305 2 7.84 0.29 -0.61 0.37 -1.89 0.24
571 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 3 0.00 0.00 -10.00 0.00 0.00 0.00
572 0.000 0.000 0.000 0.000 0.000 0.000 0.717 0.363 1.015 0.483 0.147 0.198 2 7.96 0.38 -0.30 0.28 -1.65 0.26
573 0.000 0.000 0.000 0.000 0.000 0.000 2.383 1.530 3.067 1.952 0.342 0.484 2 8.37 0.29 -0.37 0.31 -1.73 0.23
574 0.000 0.000 0.000 0.000 0.000 0.000 2.728 1.900 2.591 1.799 0.286 0.413 2 8.34 0.33 -0.46 0.44 -1.72 0.25
575 0.000 0.000 0.000 0.000 0.000 0.000 2.047 0.995 2.423 1.143 0.112 0.375 2 8.39 0.27 -0.40 0.39 -1.70 0.26
576 0.000 0.000 0.000 0.000 0.000 0.000 1.006 0.506 2.270 1.038 0.114 0.383 2 8.25 0.35 -0.30 0.33 -1.58 0.24
577 0.000 0.000 0.000 0.000 0.000 0.000 0.747 0.363 1.688 0.732 0.219 0.197 2 8.17 0.31 -0.29 0.31 -1.49 0.23
578 0.000 0.000 0.000 0.000 0.000 0.000 1.161 0.586 1.577 0.741 0.261 0.239 2 8.22 0.30 -0.33 0.34 -1.67 0.22
579 0.000 0.000 0.000 0.000 0.000 0.000 0.964 0.463 1.585 0.688 0.177 0.327 2 8.12 0.33 -0.34 0.33 -1.63 0.18
580 0.000 0.000 0.000 0.000 0.000 0.000 1.297 0.520 1.904 0.682 0.215 0.393 2 8.27 0.28 -0.34 0.35 -1.66 0.20
581 0.000 0.000 0.000 0.000 0.000 0.000 0.967 0.590 1.223 0.718 0.170 0.305 2 8.03 0.35 -0.25 0.24 -1.70 0.28
582 0.000 0.000 0.000 0.000 0.000 0.000 0.732 0.294 1.040 0.420 0.201 0.367 2 8.02 0.34 -0.38 0.27 -1.57 0.25
583 0.000 0.000 0.000 0.000 0.000 0.000 0.213 0.074 0.880 0.374 0.205 0.340 2 7.87 0.30 -0.35 0.27 -1.24 0.21
584 0.000 0.000 0.000 0.000 0.000 0.000 0.159 0.236 0.616 0.335 0.191 0.316 2 7.83 0.33 -0.44 0.34 -1.23 0.30
585 0.000 0.000 0.000 0.000 0.000 0.000 1.449 73.800 0.860 0.455 0.305 0.513 2 8.27 0.41 -0.49 0.30 -1.88 0.15
586 0.000 0.000 0.000 0.000 0.000 0.000 0.726 0.577 0.648 0.535 0.334 0.565 2 7.97 0.33 -0.59 0.49 -1.51 0.29
587 0.000 0.000 0.000 0.000 0.000 0.000 0.726 0.577 0.648 0.535 0.334 0.565 2 8.01 0.32 -0.56 0.40 -1.50 0.33
588 0.000 0.000 0.000 0.000 0.000 0.000 0.726 0.577 0.648 0.535 0.334 0.565 2 8.05 0.36 -0.60 0.36 -1.50 0.31
589 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.56 0.27 -0.80 0.50 -1.52 0.32
590 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.46 0.32 -0.76 0.55 -1.55 0.36
591 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.53 0.25 -0.81 0.52 -1.51 0.28
592 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.49 0.29 -0.61 0.45 -1.59 0.33
593 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.57 0.20 -0.83 0.46 -1.37 0.12
594 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.21 -1.02 0.51 -1.41 0.14
595 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.55 0.23 -1.10 0.40 -1.40 0.10
596 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.53 0.25 -0.98 0.37 -1.43 0.16
597 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.54 0.24 -0.99 0.49 -1.43 0.13
598 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.20 -1.07 0.51 -1.39 0.14
599 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.21 -1.02 0.55 -1.41 0.19
600 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.56 0.24 -1.02 0.66 -1.31 0.12
601 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.50 0.27 -1.28 0.50 -1.38 0.14
602 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.44 0.30 -0.95 0.54 -1.55 0.30
603 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.46 0.32 -1.23 0.41 -1.41 0.21
604 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.56 0.24 -1.49 0.39 -1.47 0.18
605 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.50 0.28 -1.32 0.49 -1.43 0.15
606 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.48 0.27 -1.30 0.51 -1.42 0.17
607 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.589 7.900 2 8.52 0.28 -1.36 0.49 -1.44 0.21
608 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.45 0.29 -1.10 0.55 -1.57 0.27
609 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.45 0.31 -1.30 0.57 -1.39 0.24
610 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.499 1.384 2 8.28 0.35 -0.80 0.55 -1.63 0.29
611 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.29 0.34 -0.87 0.52 -1.48 0.34
612 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.29 0.31 -0.88 0.56 -1.49 0.37
613 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.956 1.677 2 8.35 0.31 -0.94 0.52 -1.38 0.26
614 0.000 0.000 0.000 0.000 0.000 0.000 1.025 1.877 0.619 1.587 1.243 2.281 2 8.29 0.33 -0.81 0.48 -1.40 0.28
615 0.000 0.000 0.000 0.000 0.000 0.000 1.025 1.877 0.619 1.587 1.243 2.281 2 8.46 0.28 -0.92 0.45 -1.42 0.30
616 0.000 0.000 0.000 0.000 0.000 0.000 1.498 1.507 1.022 1.080 0.606 0.798 2 8.23 0.31 -0.60 0.36 -1.60 0.35
617 0.000 0.000 0.000 0.000 0.000 0.000 1.498 1.507 1.022 1.080 0.687 0.967 2 8.21 0.31 -0.57 0.45 -1.56 0.32
618 0.000 0.000 0.000 0.000 0.000 0.000 0.403 0.460 0.567 0.278 0.375 0.442 2 7.87 0.33 -0.50 0.37 -1.58 0.35
619 0.000 0.000 0.000 0.000 0.000 0.000 0.866 0.641 1.555 1.076 0.548 0.696 2 8.19 0.32 -0.49 0.39 -1.34 0.31
620 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 3 0.00 0.00 -10.00 0.00 0.00 0.00
621 0.000 0.000 0.000 0.000 0.000 0.000 1.132 0.587 0.590 0.309 0.309 0.249 2 7.91 0.33 -0.49 0.35 -1.81 0.26
622 0.000 0.000 0.000 0.000 0.000 0.000 1.048 0.583 1.115 0.610 0.256 0.348 2 7.99 0.35 -0.37 0.30 -1.71 0.26
623 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 3 0.00 0.00 -10.00 0.00 0.00 0.00
624 0.000 0.000 0.000 0.000 0.000 0.000 0.231 33.902 1.283 0.373 0.136 0.177 2 8.34 0.37 -0.24 0.30 -1.93 0.07
625 0.000 0.000 0.000 0.000 0.000 0.000 0.055 0.012 2.037 0.504 0.330 0.135 2 7.99 0.21 -0.21 0.27 -0.93 0.05
626 0.000 0.000 0.000 0.000 0.000 0.000 0.464 0.243 1.951 0.661 0.314 0.147 2 8.17 0.29 -0.27 0.30 -1.35 0.17
627 0.000 0.000 0.000 0.000 0.000 0.000 0.855 0.424 1.550 0.690 0.255 0.230 2 8.06 0.31 -0.16 0.21 -1.57 0.29
628 0.000 0.000 0.000 0.000 0.000 0.000 0.717 0.291 1.496 0.483 0.229 0.194 2 8.15 0.32 -0.36 0.31 -1.56 0.22
629 0.000 0.000 0.000 0.000 0.000 0.000 0.025 0.005 0.973 0.274 0.158 0.131 2 7.73 0.28 -0.23 0.26 -0.92 0.13
630 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 3 0.00 0.00 -10.00 0.00 0.00 0.00
631 0.000 0.000 0.000 0.000 0.000 0.000 0.693 0.382 1.179 0.555 0.399 0.417 2 8.09 0.29 -0.38 0.23 -1.48 0.23
632 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 3 0.00 0.00 -10.00 0.00 0.00 0.00
633 0.000 0.000 0.000 0.000 0.000 0.000 2.555 1.043 1.859 0.817 0.391 0.397 2 8.32 0.26 -0.39 0.31 -1.75 0.20
634 0.000 0.000 0.000 0.000 0.000 0.000 2.257 2.846 1.541 2.020 0.582 0.901 2 8.30 0.33 -0.35 0.23 -1.63 0.33
635 0.000 0.000 0.000 0.000 0.000 0.000 1.449 73.800 0.860 0.455 0.305 0.513 2 8.33 0.37 -0.57 0.29 -1.95 0.08
636 0.000 0.000 0.000 0.000 0.000 0.000 0.726 0.577 0.648 0.535 0.334 0.565 2 8.03 0.34 -0.54 0.39 -1.61 0.28
637 0.000 0.000 0.000 0.000 0.000 0.000 0.726 0.577 0.648 0.535 0.334 0.565 2 8.01 0.34 -0.59 0.41 -1.53 0.29
638 0.000 0.000 0.000 0.000 0.000 0.000 0.726 0.577 0.648 0.535 0.334 0.565 2 8.07 0.33 -0.56 0.39 -1.52 0.26
639 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.53 0.28 -1.08 0.46 -1.43 0.24
640 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.44 0.36 -0.88 0.54 -1.50 0.37
641 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.56 0.27 -1.01 0.50 -1.48 0.29
642 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.52 0.28 -0.84 0.52 -1.55 0.27
643 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.20 -0.91 0.50 -1.35 0.09
644 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.55 0.22 -0.87 0.63 -1.32 0.13
645 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.20 -1.17 0.46 -1.39 0.13
646 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.55 0.23 -0.86 0.57 -1.41 0.20
647 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.20 -1.08 0.62 -1.38 0.08
648 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.52 0.27 -0.93 0.42 -1.39 0.14
649 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.58 0.20 -1.17 0.58 -1.37 0.06
650 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.59 0.19 -1.11 0.54 -1.39 0.09
651 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.41 0.28 -1.19 0.52 -1.32 0.19
652 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.39 0.33 -1.25 0.56 -1.36 0.26
653 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.50 0.28 -1.43 0.41 -1.36 0.16
654 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.39 0.33 -1.04 0.30 -1.39 0.30
655 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.41 0.29 -1.02 0.61 -1.45 0.32
656 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.50 0.29 -1.34 0.45 -1.33 0.18
657 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.41 0.33 -1.16 0.45 -1.38 0.27
658 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.41 0.33 -1.03 0.49 -1.44 0.27
659 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 2.618 9.413 2 8.40 0.33 -1.47 0.43 -1.38 0.19
660 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.18 0.35 -0.67 0.55 -1.47 0.31
661 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.37 0.28 -0.85 0.51 -1.52 0.32
662 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.28 0.33 -0.71 0.38 -1.51 0.30
663 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.25 0.33 -0.72 0.48 -1.62 0.33
664 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.956 1.677 2 8.37 0.30 -1.01 0.54 -1.44 0.26
665 0.000 0.000 0.000 0.000 0.000 0.000 1.827 2.760 0.404 0.716 0.944 1.637 2 8.25 0.31 -0.93 0.44 -1.61 0.33
666 0.000 0.000 0.000 0.000 0.000 0.000 1.827 2.760 0.404 0.716 0.944 1.637 2 8.29 0.32 -0.93 0.48 -1.63 0.33
667 0.000 0.000 0.000 0.000 0.000 0.000 0.890 0.529 1.162 0.631 0.639 0.769 2 8.20 0.29 -0.60 0.35 -1.41 0.25
668 0.000 0.000 0.000 0.000 0.000 0.000 1.622 1.029 0.703 0.484 0.594 0.753 2 8.10 0.36 -0.73 0.39 -1.70 0.27
669 0.000 0.000 0.000 0.000 0.000 0.000 2.016 0.949 1.241 0.689 0.426 0.515 2 8.13 0.34 -0.33 0.30 -1.68 0.23
670 0.000 0.000 0.000 0.000 0.000 0.000 2.650 2.537 4.124 3.900 1.192 1.347 2 8.60 0.18 -0.39 0.31 -1.26 0.29
671 0.000 0.000 0.000 0.000 0.000 0.000 0.859 0.492 0.874 0.481 0.325 0.272 2 7.96 0.33 -0.31 0.30 -1.63 0.28
672 0.000 0.000 0.000 0.000 0.000 0.000 1.927 0.876 1.830 0.818 0.423 0.335 2 8.24 0.27 -0.29 0.24 -1.70 0.21
673 0.000 0.000 0.000 0.000 0.000 0.000 0.990 0.401 1.587 0.554 0.191 0.251 2 8.16 0.31 -0.26 0.27 -1.65 0.19
674 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 3 0.00 0.00 -10.00 0.00 0.00 0.00
675 0.000 0.000 0.000 0.000 0.000 0.000 0.649 0.272 1.571 0.526 0.238 0.111 2 8.08 0.33 -0.18 0.22 -1.59 0.24
676 0.000 0.000 0.000 0.000 0.000 0.000 1.975 0.670 1.682 0.558 0.250 0.116 2 8.21 0.28 -0.32 0.34 -1.85 0.15
677 0.000 0.000 0.000 0.000 0.000 0.000 0.513 0.223 1.104 0.381 0.164 0.141 2 8.05 0.34 -0.29 0.28 -1.56 0.19
678 0.000 0.000 0.000 0.000 0.000 0.000 1.738 1.767 3.147 1.575 0.421 0.391 2 8.38 0.29 -0.30 0.28 -1.78 0.22
679 0.000 0.000 0.000 0.000 0.000 0.000 0.437 0.283 2.060 0.734 0.245 0.212 2 8.09 0.34 -0.26 0.29 -1.31 0.26
680 0.000 0.000 0.000 0.000 0.000 0.000 0.706 0.299 1.382 0.489 0.273 0.276 2 8.07 0.31 -0.27 0.23 -1.55 0.25
681 0.000 0.000 0.000 0.000 0.000 0.000 0.483 0.188 0.490 0.141 0.135 0.133 2 7.74 0.33 -0.30 0.20 -1.72 0.22
682 0.000 0.000 0.000 0.000 0.000 0.000 0.285 501189.318 2.192 1.215 0.567 0.616 2 8.14 0.43 -0.44 0.27 -1.72 0.01
683 0.000 0.000 0.000 0.000 0.000 0.000 0.134 0.039 0.154 0.042 0.032 0.031 2 7.61 0.38 -0.34 0.28 -1.70 0.14
684 0.000 0.000 0.000 0.000 0.000 0.000 2.257 2.846 1.541 2.020 0.582 0.901 2 8.24 0.37 -0.51 0.39 -1.64 0.35
685 0.000 0.000 0.000 0.000 0.000 0.000 1.687 284.952 1.158 0.786 0.489 0.532 2 8.20 0.45 -0.41 0.30 -1.86 0.07
686 0.000 0.000 0.000 0.000 0.000 0.000 1.707 4.342 9.464 24.932 3.612 10.919 2 8.56 0.21 -0.35 0.29 -1.27 0.16
687 0.000 0.000 0.000 0.000 0.000 0.000 1.707 4.342 9.464 24.932 13.054 33.639 2 8.54 0.22 -0.84 0.44 -1.37 0.05
688 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 3.974 13.879 2 8.50 0.28 -1.18 0.61 -1.43 0.20
689 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.48 0.30 -0.73 0.53 -1.62 0.31
690 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.55 0.26 -0.74 0.48 -1.46 0.26
691 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.56 0.26 -0.85 0.45 -1.47 0.28
692 0.000 0.000 0.000 0.000 0.000 0.000 2.431 8.695 0.865 3.497 1.494 5.476 2 8.56 0.24 -0.96 0.54 -1.46 0.22
693 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 6.095 27.234 2 8.52 0.27 -0.98 0.54 -1.36 0.09
694 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 6.095 27.234 2 8.56 0.21 -1.04 0.57 -1.38 0.09
695 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.56 0.22 -0.71 0.42 -1.32 0.11
696 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.57 0.21 -0.84 0.47 -1.40 0.16
697 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.57 0.20 -0.82 0.43 -1.35 0.11
698 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 5.367 24.436 2 8.52 0.26 -1.01 0.53 -1.41 0.17
699 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 2.655 12.865 2 8.49 0.33 -0.66 0.47 -1.29 0.20
700 0.000 0.000 0.000 0.000 0.000 0.000 2.027 9.663 2.114 10.862 2.655 12.865 2 8.57 0.24 -0.80 0.50 -1.35 0.14
701 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.42 0.31 -1.21 0.55 -1.36 0.31
702 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.46 0.29 -1.22 0.55 -1.44 0.33
703 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.50 0.28 -1.25 0.48 -1.46 0.26
704 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.43 0.34 -1.15 0.48 -1.44 0.25
705 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.32 0.35 -0.90 0.60 -1.50 0.25
706 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.51 0.30 -1.39 0.44 -1.31 0.25
707 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 1.148 4.488 2 8.39 0.33 -1.23 0.55 -1.54 0.33
708 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 2.618 9.413 2 8.42 0.32 -1.32 0.56 -1.37 0.21
709 0.000 0.000 0.000 0.000 0.000 0.000 0.986 3.709 0.201 1.227 2.618 9.413 2 8.51 0.27 -1.62 0.41 -1.34 0.18
710 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 1.385 2.356 2 8.34 0.33 -0.99 0.40 -1.35 0.27
711 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.30 0.35 -0.80 0.47 -1.59 0.31
712 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.10 0.33 -0.61 0.37 -1.61 0.38
713 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 0.814 1.454 2 8.22 0.37 -0.80 0.50 -1.54 0.29
714 0.000 0.000 0.000 0.000 0.000 0.000 1.378 2.245 0.500 1.131 1.133 1.837 2 8.40 0.29 -0.89 0.45 -1.51 0.32
715 0.000 0.000 0.000 0.000 0.000 0.000 1.827 2.760 0.404 0.716 1.118 1.790 2 8.42 0.31 -1.18 0.49 -1.49 0.29
716 0.000 0.000 0.000 0.000 0.000 0.000 1.827 2.760 0.404 0.716 2.056 3.100 2 8.41 0.33 -1.35 0.49 -1.37 0.28
717 0.000 0.000 0.000 0.000 0.000 0.000 0.890 0.529 1.162 0.631 1.229 0.798 2 8.19 0.28 -0.65 0.31 -1.19 0.25
718 0.000 0.000 0.000 0.000 0.000 0.000 6.214 7.257 2.327 2.867 2.570 3.242 2 8.57 0.27 -0.74 0.45 -1.53 0.25
719 0.000 0.000 0.000 0.000 0.000 0.000 2.016 0.949 1.241 0.689 0.690 0.587 2 8.25 0.27 -0.48 0.40 -1.59 0.23
