#  HII-CHI-mistry v.5.1 output file
# Input file:SDSSJ0228_input.dat
# Iterations for MonteCarlo: 25
# Used models: Double composite AGN, a(OX) = -0.8. No interpolation
# 
# ID   O2Hb eO2Hb  Ne3Hb  eNeHb O3aHb  eO3aHb O3nHb  eO3nHb N2Hb   eN2Hb  S2Hb   eS2Hb  i O/H     eO/H  N/O    eN/O  logU   elogU
23 0.000 0.000 0.000 0.000 0.000 0.000 -7.407 49.398 -6.533 41.453 -2.933 20.910 3 8.87 0.06 -0.80 0.35 -1.53 0.17
24 0.000 0.000 0.000 0.000 0.000 0.000 -7.407 49.398 -6.533 41.453 -2.933 20.910 3 8.86 0.06 -0.76 0.38 -1.50 0.10
25 0.000 0.000 0.000 0.000 0.000 0.000 7.368 27.282 1.330 5.003 1.677 8.310 2 8.63 0.24 -0.81 0.42 -1.68 0.25
26 0.000 0.000 0.000 0.000 0.000 0.000 -0.855 1.267 -0.271 0.426 -0.172 0.617 3 8.29 0.24 -1.04 0.41 -1.69 0.38
27 0.000 0.000 0.000 0.000 0.000 0.000 0.444 0.342 0.082 0.102 0.085 0.283 2 7.82 0.38 -0.87 0.40 -1.87 0.25
28 0.000 0.000 0.000 0.000 0.000 0.000 0.432 15294813.613 0.000 0.000 0.111 0.375 2 8.13 0.47 -1.68 0.20 -1.84 0.02
29 0.000 0.000 0.000 0.000 0.000 0.000 1.389 2.752 1.383 1.165 0.324 1.107 2 8.26 0.33 -0.48 0.40 -1.79 0.25
30 0.000 0.000 0.000 0.000 0.000 0.000 0.729 12.411 0.641 0.722 0.201 0.697 2 8.33 0.35 -0.61 0.43 -2.01 0.17
31 0.000 0.000 0.000 0.000 0.000 0.000 0.909 15.691 0.496 0.525 0.228 0.769 2 8.28 0.42 -0.68 0.37 -1.94 0.23
32 0.000 0.000 0.000 0.000 0.000 0.000 0.909 15.691 0.496 0.525 0.228 0.769 2 8.28 0.41 -0.67 0.44 -1.90 0.29
33 0.000 0.000 0.000 0.000 0.000 0.000 -0.378 0.507 -0.143 0.333 -0.163 0.547 3 8.23 0.26 -1.03 0.37 -1.55 0.33
34 0.000 0.000 0.000 0.000 0.000 0.000 -0.378 0.507 -0.143 0.333 -0.163 0.547 3 8.48 0.10 -0.90 0.36 -1.47 0.26
35 0.000 0.000 0.000 0.000 0.000 0.000 -0.378 0.507 -0.143 0.333 -0.089 0.499 3 8.48 0.12 -0.96 0.40 -1.55 0.37
36 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.33 0.30 -0.79 0.65 -1.47 0.28
37 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.28 0.30 -0.63 0.48 -1.57 0.34
38 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.26 0.32 -0.73 0.42 -1.42 0.42
39 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.21 0.29 -0.50 0.44 -1.46 0.37
40 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.38 0.31 -0.69 0.45 -1.50 0.36
41 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.46 0.30 -0.95 0.58 -1.60 0.35
42 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.44 0.29 -0.72 0.47 -1.63 0.35
43 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.50 0.23 -0.63 0.32 -1.57 0.37
44 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.47 0.31 -1.04 0.57 -1.62 0.41
45 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.46 0.29 -0.82 0.44 -1.50 0.30
46 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.40 0.34 -0.71 0.40 -1.43 0.39
47 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.50 0.23 -0.89 0.55 -1.50 0.31
48 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.42 0.32 -0.74 0.35 -1.69 0.31
49 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.45 0.30 -0.82 0.45 -1.63 0.32
50 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.39 0.31 -0.84 0.60 -1.59 0.28
51 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.55 0.27 -1.40 0.45 -1.59 0.28
52 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.49 0.28 -1.28 0.49 -1.50 0.37
53 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.55 0.27 -1.10 0.44 -1.61 0.31
54 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.53 0.26 -1.17 0.49 -1.56 0.30
55 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.48 0.32 -1.08 0.51 -1.70 0.35
56 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.47 0.32 -1.16 0.40 -1.59 0.37
57 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.45 0.33 -1.11 0.41 -1.54 0.33
58 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.54 0.30 -1.40 0.34 -1.65 0.27
59 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.50 0.30 -1.17 0.44 -1.52 0.34
60 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.56 0.25 -1.25 0.50 -1.55 0.26
61 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.49 0.30 -1.13 0.45 -1.61 0.38
62 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.527 1.492 2 8.21 0.32 -0.92 0.42 -1.72 0.32
63 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.527 1.492 2 8.23 0.32 -0.99 0.46 -1.67 0.34
64 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.13 0.32 -0.78 0.51 -1.67 0.33
65 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.17 0.31 -0.91 0.51 -1.71 0.30
66 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.15 0.34 -0.96 0.62 -1.72 0.36
67 0.000 0.000 0.000 0.000 0.000 0.000 1.166 1.299 0.603 0.915 0.230 0.896 2 8.15 0.34 -0.61 0.43 -1.68 0.32
68 0.000 0.000 0.000 0.000 0.000 0.000 1.166 1.299 0.603 0.915 0.230 0.896 2 8.17 0.32 -0.77 0.50 -1.71 0.34
69 0.000 0.000 0.000 0.000 0.000 0.000 1.166 1.299 0.603 0.915 0.230 0.896 2 8.18 0.31 -0.66 0.59 -1.69 0.27
70 0.000 0.000 0.000 0.000 0.000 0.000 -3.023 9.683 -2.006 6.420 -0.801 3.917 3 8.84 0.13 -0.77 0.29 -1.67 0.35
71 0.000 0.000 0.000 0.000 0.000 0.000 -3.023 9.683 -2.006 6.420 -0.801 3.917 3 8.88 0.14 -0.71 0.42 -1.57 0.39
72 0.000 0.000 0.000 0.000 0.000 0.000 -3.023 9.683 -2.006 6.420 -0.801 3.917 3 8.83 0.14 -0.86 0.41 -1.65 0.31
73 0.000 0.000 0.000 0.000 0.000 0.000 -4.747 8.008 -5.046 8.344 -0.828 3.067 3 8.80 0.17 -0.87 0.43 -1.59 0.32
74 0.000 0.000 0.000 0.000 0.000 0.000 -4.747 8.008 -5.046 8.344 -0.828 3.067 3 8.90 0.09 -0.69 0.28 -1.57 0.35
75 0.000 0.000 0.000 0.000 0.000 0.000 4.710 8.875 3.987 7.344 0.869 3.291 2 8.63 0.25 -0.52 0.38 -1.78 0.23
76 0.000 0.000 0.000 0.000 0.000 0.000 0.968 0.725 0.410 0.383 0.135 0.457 2 7.98 0.37 -0.74 0.50 -1.85 0.29
77 0.000 0.000 0.000 0.000 0.000 0.000 0.096 0.077 0.757 0.710 0.158 0.543 2 7.82 0.28 -0.45 0.29 -1.13 0.21
78 0.000 0.000 0.000 0.000 0.000 0.000 1.371 0.834 1.036 0.599 0.147 0.496 2 8.10 0.32 -0.45 0.32 -1.79 0.30
79 0.000 0.000 0.000 0.000 0.000 0.000 1.129 0.850 1.264 0.895 0.167 0.568 2 8.09 0.33 -0.46 0.44 -1.58 0.33
80 0.000 0.000 0.000 0.000 0.000 0.000 0.640 0.605 0.374 0.336 0.149 0.506 2 8.01 0.34 -0.84 0.49 -1.77 0.25
81 0.000 0.000 0.000 0.000 0.000 0.000 0.443 9.034 0.667 0.414 0.111 0.375 2 8.16 0.39 -0.49 0.30 -1.86 0.20
82 0.000 0.000 0.000 0.000 0.000 0.000 0.497 0.264 0.236 0.167 0.115 0.384 2 7.92 0.34 -0.93 0.54 -1.70 0.27
83 0.000 0.000 0.000 0.000 0.000 0.000 0.639 0.587 0.281 0.293 0.115 0.389 2 7.87 0.35 -0.69 0.44 -1.79 0.35
84 0.000 0.000 0.000 0.000 0.000 0.000 0.639 0.587 0.281 0.293 0.115 0.389 2 7.87 0.34 -0.72 0.49 -1.80 0.28
85 0.000 0.000 0.000 0.000 0.000 0.000 0.639 0.587 0.281 0.293 0.063 0.354 2 7.90 0.37 -0.64 0.36 -1.79 0.36
86 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.27 0.31 -0.69 0.48 -1.63 0.35
87 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.22 0.31 -0.66 0.42 -1.53 0.35
88 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.17 0.34 -0.60 0.43 -1.61 0.23
89 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.29 0.31 -0.77 0.57 -1.48 0.31
90 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.38 0.34 -0.58 0.46 -1.71 0.30
91 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.50 0.25 -0.69 0.55 -1.60 0.33
92 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.40 0.29 -0.62 0.44 -1.58 0.31
93 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.38 0.34 -0.62 0.50 -1.62 0.33
94 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.52 0.31 -0.77 0.38 -1.46 0.34
95 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.49 0.31 -0.91 0.53 -1.55 0.24
96 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.35 0.35 -0.65 0.45 -1.55 0.33
97 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.55 0.30 -0.99 0.49 -1.56 0.33
98 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.48 0.31 -0.92 0.53 -1.56 0.38
99 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.44 0.32 -0.85 0.53 -1.52 0.33
100 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.42 0.32 -0.91 0.46 -1.60 0.30
101 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.56 0.25 -1.20 0.48 -1.55 0.30
102 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.55 0.25 -1.55 0.32 -1.52 0.30
103 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.46 0.28 -1.08 0.55 -1.61 0.30
104 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.45 0.32 -1.34 0.39 -1.56 0.31
105 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.57 0.24 -1.39 0.49 -1.60 0.26
106 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.39 0.33 -1.10 0.58 -1.62 0.35
107 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.48 0.33 -1.26 0.49 -1.55 0.27
108 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.49 0.28 -1.27 0.49 -1.49 0.37
109 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.50 0.30 -1.27 0.57 -1.64 0.24
110 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.43 0.34 -1.11 0.49 -1.64 0.31
111 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.50 0.30 -1.16 0.51 -1.58 0.29
112 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.527 1.492 2 8.29 0.35 -1.22 0.46 -1.50 0.29
113 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.527 1.492 2 8.15 0.34 -0.98 0.48 -1.52 0.41
114 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.22 0.31 -1.05 0.60 -1.56 0.41
115 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.17 0.34 -0.91 0.52 -1.59 0.35
116 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.07 0.34 -0.79 0.45 -1.69 0.37
117 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.25 0.31 -1.15 0.52 -1.56 0.34
118 0.000 0.000 0.000 0.000 0.000 0.000 1.166 1.299 0.603 0.915 0.230 0.896 2 8.14 0.31 -0.55 0.36 -1.76 0.27
119 0.000 0.000 0.000 0.000 0.000 0.000 0.096 0.250 5.586 15.048 1.121 5.165 2 8.49 0.30 -0.37 0.31 -1.16 0.20
120 0.000 0.000 0.000 0.000 0.000 0.000 0.096 0.250 5.586 15.048 1.121 5.165 2 8.47 0.33 -0.35 0.32 -1.15 0.21
121 0.000 0.000 0.000 0.000 0.000 0.000 5.665 12.967 2.280 5.668 0.889 3.902 2 8.52 0.33 -0.48 0.35 -1.66 0.29
122 0.000 0.000 0.000 0.000 0.000 0.000 5.665 12.967 2.280 5.668 0.889 3.902 2 8.58 0.26 -0.42 0.30 -1.75 0.22
123 0.000 0.000 0.000 0.000 0.000 0.000 -1.594 9.932 -1.413 1.630 -0.365 1.260 3 8.62 0.15 -0.92 0.39 -1.99 0.26
124 0.000 0.000 0.000 0.000 0.000 0.000 -1.594 9.932 -1.413 1.630 -0.365 1.260 3 8.55 0.17 -1.02 0.44 -1.96 0.29
125 0.000 0.000 0.000 0.000 0.000 0.000 4.710 8.875 3.987 7.344 0.869 3.291 2 8.61 0.25 -0.45 0.41 -1.50 0.35
126 0.000 0.000 0.000 0.000 0.000 0.000 0.196 0.099 0.464 0.299 0.084 0.282 2 7.78 0.36 -0.48 0.35 -1.50 0.21
127 0.000 0.000 0.000 0.000 0.000 0.000 3.442 2262147.892 15.565 78.389 4.144 24.950 2 8.47 0.28 -0.46 0.48 -1.48 0.03
128 0.000 0.000 0.000 0.000 0.000 0.000 1.454 39.077 0.977 0.622 0.210 0.709 2 8.28 0.40 -0.47 0.39 -1.85 0.11
129 0.000 0.000 0.000 0.000 0.000 0.000 0.526 0.741 1.207 1.076 0.198 0.679 2 8.09 0.30 -0.46 0.37 -1.55 0.27
130 0.000 0.000 0.000 0.000 0.000 0.000 1.851 1.891 0.946 1.024 0.198 0.687 2 8.18 0.33 -0.45 0.31 -1.74 0.35
131 0.000 0.000 0.000 0.000 0.000 0.000 0.443 9.034 0.667 0.414 0.111 0.375 2 8.12 0.39 -0.44 0.31 -1.89 0.18
132 0.000 0.000 0.000 0.000 0.000 0.000 0.497 0.264 0.236 0.167 0.115 0.384 2 7.84 0.38 -0.67 0.50 -1.82 0.26
133 0.000 0.000 0.000 0.000 0.000 0.000 0.639 0.587 0.281 0.293 0.115 0.389 2 7.88 0.34 -0.60 0.36 -1.77 0.31
134 0.000 0.000 0.000 0.000 0.000 0.000 0.639 0.587 0.281 0.293 0.115 0.389 2 7.96 0.35 -0.75 0.43 -1.79 0.28
135 0.000 0.000 0.000 0.000 0.000 0.000 0.639 0.587 0.281 0.293 0.063 0.354 2 7.85 0.36 -0.61 0.41 -1.86 0.22
136 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.26 0.32 -0.62 0.47 -1.48 0.31
137 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.34 0.31 -0.77 0.47 -1.64 0.35
138 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.33 0.31 -0.67 0.43 -1.56 0.34
139 0.000 0.000 0.000 0.000 0.000 0.000 0.853 1.678 0.728 1.595 0.308 1.779 2 8.23 0.35 -0.63 0.39 -1.39 0.36
140 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.40 0.27 -0.65 0.45 -1.68 0.36
141 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.43 0.27 -0.56 0.32 -1.65 0.35
142 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.32 0.37 -0.62 0.44 -1.67 0.36
143 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.373 2.346 2 8.44 0.28 -0.77 0.51 -1.66 0.35
144 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.40 0.34 -0.81 0.51 -1.46 0.32
145 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.46 0.31 -0.93 0.49 -1.54 0.36
146 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.54 0.28 -0.86 0.48 -1.57 0.32
147 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.47 0.30 -0.85 0.41 -1.59 0.36
148 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.34 0.35 -0.66 0.46 -1.56 0.37
149 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.44 0.35 -0.81 0.38 -1.68 0.34
150 0.000 0.000 0.000 0.000 0.000 0.000 1.049 3.860 0.546 2.498 0.891 3.287 2 8.58 0.23 -0.99 0.55 -1.64 0.31
151 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.47 0.30 -1.03 0.64 -1.68 0.25
152 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.55 0.28 -1.24 0.49 -1.60 0.31
153 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.55 0.24 -1.31 0.52 -1.63 0.27
154 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.65 0.19 -1.38 0.49 -1.55 0.23
155 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.55 0.26 -1.23 0.40 -1.62 0.34
156 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.47 0.30 -1.13 0.59 -1.54 0.34
157 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.47 0.32 -1.14 0.48 -1.59 0.39
158 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.40 0.33 -1.11 0.54 -1.63 0.32
159 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.48 0.30 -1.00 0.49 -1.64 0.33
160 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.46 0.31 -1.13 0.59 -1.54 0.28
161 0.000 0.000 0.000 0.000 0.000 0.000 1.310 6.741 0.242 1.614 1.306 6.805 2 8.46 0.31 -1.16 0.56 -1.59 0.31
162 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.527 1.492 2 8.15 0.35 -0.88 0.52 -1.75 0.34
163 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.527 1.492 2 8.16 0.33 -0.86 0.49 -1.69 0.31
164 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.22 0.32 -1.00 0.57 -1.61 0.36
165 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.07 0.35 -0.89 0.59 -1.50 0.47
166 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.20 0.31 -1.05 0.48 -1.67 0.37
167 0.000 0.000 0.000 0.000 0.000 0.000 0.760 1.535 0.276 0.566 0.308 1.264 2 8.16 0.34 -0.88 0.53 -1.66 0.37
168 0.000 0.000 0.000 0.000 0.000 0.000 0.096 0.250 5.586 15.048 1.121 5.165 2 8.41 0.37 -0.40 0.36 -1.16 0.26
169 0.000 0.000 0.000 0.000 0.000 0.000 0.096 0.250 5.586 15.048 1.121 5.165 2 8.55 0.20 -0.53 0.46 -1.18 0.21
170 0.000 0.000 0.000 0.000 0.000 0.000 0.096 0.250 5.586 15.048 1.121 5.165 2 8.47 0.25 -0.43 0.37 -1.16 0.23
171 0.000 0.000 0.000 0.000 0.000 0.000 1.402 2.873 1.378 2.696 0.283 1.190 2 8.33 0.35 -0.46 0.52 -1.67 0.33
172 0.000 0.000 0.000 0.000 0.000 0.000 5.665 12.967 2.280 5.668 0.889 3.902 2 8.67 0.20 -0.50 0.46 -1.70 0.29
173 0.000 0.000 0.000 0.000 0.000 0.000 0.751 19.992 0.565 0.355 0.177 0.593 2 8.16 0.42 -0.58 0.36 -1.85 0.19
