OII_3727 eOII_3727 NeIII_3868 eNeIII_3868 OIII_4363 eOIII_4363 OIII_4959 eOIII_4959 OIII_5007 eOIII_5007 NII_6584 eNII_6584 SII_6725 eSII_6725
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.5270314513809436 1.4918754796822669
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.5270314513809436 1.4918754796822669
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 2.449904505303879 9.071257385565596 7.3497135159116365 27.213772156696788 1.330016756945455 5.0026974054648745 1.6766937026275393 8.309675987064422
0.0 0.0 0.0 0.0 0.0 0.0 0.049973054998808414 0.030199081996809853 0.14991916499642524 0.09059724599042956 0.047662845965163105 0.03796926627970467 0.03015647033969323 0.10056329202040346
0.0 0.0 0.0 0.0 0.0 0.0 0.1476768394840958 0.11371346915028208 0.4430305184522874 0.34114040745084623 0.08153065485346905 0.10188535199470389 0.08462714007234667 0.28330133189644113
0.0 0.0 0.0 0.0 0.0 0.0 0.1436394147358888 5085525.526295789 0.43091824420766633 15256576.578887366 0.000138533433022765 8.763799229620864e-05 0.11064666851996059 0.37519531023561487
0.0 0.0 0.0 0.0 0.0 0.0 0.4619024791597362 0.9151504557502451 1.3857074374792087 2.7454513672507357 1.3832744904092376 1.1647829339804865 0.324125302440084 1.1068337438176064
0.0 0.0 0.0 0.0 0.0 0.0 0.24231190766874874 4.126741425974803 0.7269357230062462 12.38022427792441 0.6408777805095239 0.721823682743504 0.20061952157548915 0.6970696643175157
0.0 0.0 0.0 0.0 0.0 0.0 0.30235950695652314 5.217335877942661 0.9070785208695694 15.652007633827983 0.49623808373304207 0.5247119101208544 0.22799122315421438 0.7689723982261606
0.0 0.0 0.0 0.0 0.0 0.0 0.30235950695652314 5.217335877942661 0.9070785208695694 15.652007633827983 0.49623808373304207 0.5247119101208544 0.22799122315421438 0.7689723982261606
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.5270314513809436 1.4918754796822669
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.5270314513809436 1.4918754796822669
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 1.5661985801590306 2.950935262779047 4.698595740477091 8.852805788337141 3.9874633858333683 7.343524772201683 0.8692609958136996 3.2911352243166405
0.0 0.0 0.0 0.0 0.0 0.0 0.3218493999708379 0.2410557909815204 0.9655481999125136 0.7231673729445612 0.4103809850054048 0.3830529302074962 0.13503261005842668 0.457089176208222
0.0 0.0 0.0 0.0 0.0 0.0 0.03175723660859875 0.02546414719841177 0.09527170982579625 0.07639244159523531 0.7568556167383488 0.7102739453894257 0.15847148639001984 0.5430085846140549
0.0 0.0 0.0 0.0 0.0 0.0 0.45597379197209564 0.2773224766120919 1.367921375916287 0.8319674298362757 1.0355295150272572 0.5989003419157762 0.14735667443821654 0.4962083241388319
0.0 0.0 0.0 0.0 0.0 0.0 0.37548990617207845 0.282767991602482 1.1264697185162353 0.848303974807446 1.2637166524418058 0.8947686519293244 0.16725890818710398 0.5677846932255394
0.0 0.0 0.0 0.0 0.0 0.0 0.21290388895578036 0.20131543395179302 0.638711666867341 0.6039463018553791 0.37397486241718253 0.3356121415236034 0.14862442876480364 0.5060693096577594
0.0 0.0 0.0 0.0 0.0 0.0 0.1472314496394204 3.0038296458047347 0.44169434891826126 9.011488937414201 0.6665146950248666 0.4143685625888845 0.11144929831823416 0.3751706805807636
0.0 0.0 0.0 0.0 0.0 0.0 0.1651765086083698 0.08794401362919059 0.49552952582510934 0.26383204088757173 0.23561886494308532 0.1666805596671603 0.11493018452970372 0.3840351650442713
0.0 0.0 0.0 0.0 0.0 0.0 0.2124014897423976 0.19521819313090708 0.6372044692271929 0.5856545793927211 0.28062714594539656 0.29250995050474243 0.11505513655368815 0.3893313869740645
0.0 0.0 0.0 0.0 0.0 0.0 0.2124014897423976 0.19521819313090708 0.6372044692271929 0.5856545793927211 0.28062714594539656 0.29250995050474243 0.11505513655368815 0.3893313869740645
0.0 0.0 0.0 0.0 0.0 0.0 0.2124014897423976 0.19521819313090708 0.6372044692271929 0.5856545793927211 0.28062714594539656 0.29250995050474243 0.06271926500518712 0.35351765100891636
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.5270314513809436 1.4918754796822669
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.5270314513809436 1.4918754796822669
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.2527553350223008 0.5104028421739701 0.7582660050669023 1.5312085265219106 0.2756442903851634 0.5663856839414722 0.3084588703710943 1.2635965859648237
0.0 0.0 0.0 0.0 0.0 0.0 0.3878310585423984 0.4319663734881288 1.1634931756271953 1.2958991204643866 0.6034925780925323 0.915133254202984 0.22987681266239252 0.896214648175745
0.0 0.0 0.0 0.0 0.0 0.0 0.0317966810823448 0.08318402776829882 0.09539004324703439 0.24955208330489645 5.585881244428561 15.047742394906459 1.1210300002473903 5.164834418268273
0.0 0.0 0.0 0.0 0.0 0.0 0.0317966810823448 0.08318402776829882 0.09539004324703439 0.24955208330489645 5.585881244428561 15.047742394906459 1.1210300002473903 5.164834418268273
0.0 0.0 0.0 0.0 0.0 0.0 1.8835822554655999 4.311478297427418 5.6507467663968 12.934434892282255 2.280494023659024 5.667943141885714 0.8888916413920681 3.9019988369519587
0.0 0.0 0.0 0.0 0.0 0.0 1.8835822554655999 4.311478297427418 5.6507467663968 12.934434892282255 2.280494023659024 5.667943141885714 0.8888916413920681 3.9019988369519587
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 1.5661985801590306 2.950935262779047 4.698595740477091 8.852805788337141 3.9874633858333683 7.343524772201683 0.8692609958136996 3.2911352243166405
0.0 0.0 0.0 0.0 0.0 0.0 0.06523400339272901 0.03302018058039976 0.19570201017818703 0.09906054174119927 0.46398759040494264 0.2993794207509731 0.08368226551598047 0.28197867418501027
0.0 0.0 0.0 0.0 0.0 0.0 1.144363231745085 752164.1742057456 3.4330896952352545 2256492.5226172367 15.564902760852132 78.38906848095006 4.143641545204519 24.949834761224423
0.0 0.0 0.0 0.0 0.0 0.0 0.4833694281384631 12.993130389584639 1.4501082844153892 38.979391168753914 0.9771920190510216 0.6220044047891617 0.21013172058070825 0.7088240158904425
0.0 0.0 0.0 0.0 0.0 0.0 0.1749517432226147 0.24637194444523403 0.5248552296678441 0.7391158333357021 1.2068992188944834 1.0764565280524563 0.19812052387735565 0.6787437937053645
0.0 0.0 0.0 0.0 0.0 0.0 0.6147877440552519 0.6000564980956266 1.8433351836213023 1.799251113169627 0.9306914112609587 0.9655538291333047 0.1945200674942109 0.6554681086260258
0.0 0.0 0.0 0.0 0.0 0.0 0.1472314496394204 3.0038296458047347 0.44169434891826126 9.011488937414201 0.6665146950248666 0.4143685625888845 0.11144929831823416 0.3751706805807636
0.0 0.0 0.0 0.0 0.0 0.0 0.1651765086083698 0.08794401362919059 0.49552952582510934 0.26383204088757173 0.23561886494308532 0.1666805596671603 0.11493018452970372 0.3840351650442713
0.0 0.0 0.0 0.0 0.0 0.0 0.2124014897423976 0.19521819313090708 0.6372044692271929 0.5856545793927211 0.28062714594539656 0.29250995050474243 0.11505513655368815 0.3893313869740645
0.0 0.0 0.0 0.0 0.0 0.0 0.2124014897423976 0.19521819313090708 0.6372044692271929 0.5856545793927211 0.28062714594539656 0.29250995050474243 0.11505513655368815 0.3893313869740645
0.0 0.0 0.0 0.0 0.0 0.0 0.2124014897423976 0.19521819313090708 0.6372044692271929 0.5856545793927211 0.28062714594539656 0.29250995050474243 0.06271926500518712 0.35351765100891636
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.28368236951766773 0.5580276380995371 0.8510471085530031 1.6740829142986116 0.7279858254993588 1.5953321549747552 0.30834128802460053 1.7791439291990732
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.3733347297341608 2.3463375059760128
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.34866606731914124 1.2834990987464 1.0459982019574237 3.8504972962392 0.5463191277506215 2.4976448383808485 0.8911519875491791 3.287047058276586
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
0.0 0.0 0.0 0.0 0.0 0.0 0.43568000796522394 2.241447743004522 1.3070400238956719 6.724343229013566 0.24229506478205565 1.6135515190786622 1.3061154620032782 6.804933232054933
